scene,video,true_label,frame,angle,hip_height,bbox_ratio
URFD_adl,adl-01,ADL,129,27.0725,0.6994,0.4146
URFD_adl,adl-01,ADL,130,26.3047,0.7058,0.4058
URFD_adl,adl-01,ADL,131,25.7865,0.7028,0.4554
URFD_adl,adl-01,ADL,132,25.1158,0.7041,0.4406
URFD_adl,adl-01,ADL,133,25.0845,0.7007,0.4256
URFD_adl,adl-01,ADL,134,25.2358,0.7028,0.4212
URFD_adl,adl-01,ADL,135,25.1339,0.6998,0.4336
URFD_adl,adl-01,ADL,136,25.4148,0.7018,0.4201
URFD_adl,adl-01,ADL,137,25.9051,0.7060,0.4227
URFD_adl,adl-01,ADL,138,25.7833,0.7077,0.4386
URFD_adl,adl-01,ADL,139,25.3860,0.7092,0.4399
URFD_adl,adl-01,ADL,140,25.3436,0.7096,0.4535
URFD_adl,adl-01,ADL,141,25.8274,0.7062,0.4283
URFD_adl,adl-01,ADL,142,25.3907,0.7037,0.4276
URFD_adl,adl-01,ADL,143,25.9375,0.7047,0.4449
URFD_adl,adl-01,ADL,144,26.4050,0.7036,0.4351
URFD_adl,adl-01,ADL,145,25.7777,0.7041,0.6854
URFD_adl,adl-01,ADL,146,24.5402,0.7050,0.4215
URFD_adl,adl-01,ADL,147,25.6457,0.7034,0.4337
URFD_adl,adl-01,ADL,148,25.6027,0.7074,0.4396
URFD_adl,adl-01,ADL,149,25.6610,0.7072,0.4417
URFD_adl,adl-01,ADL,150,25.1149,0.7074,0.4384
URFD_adl,adl-02,ADL,1,,,
URFD_adl,adl-02,ADL,2,,,
URFD_adl,adl-02,ADL,3,,,
URFD_adl,adl-02,ADL,4,,,
URFD_adl,adl-02,ADL,5,,,
URFD_adl,adl-02,ADL,6,,,
URFD_adl,adl-02,ADL,7,,,
URFD_adl,adl-02,ADL,8,,,
URFD_adl,adl-02,ADL,9,,,
URFD_adl,adl-02,ADL,10,,,
URFD_adl,adl-02,ADL,11,,,
URFD_adl,adl-02,ADL,12,,,
URFD_adl,adl-02,ADL,13,,,
URFD_adl,adl-02,ADL,14,,,
URFD_adl,adl-02,ADL,15,,,
URFD_adl,adl-02,ADL,16,,,
URFD_adl,adl-02,ADL,17,,,
URFD_adl,adl-02,ADL,18,,,
URFD_adl,adl-02,ADL,19,,,
URFD_adl,adl-02,ADL,20,,,
URFD_adl,adl-02,ADL,21,,,
URFD_adl,adl-02,ADL,22,,,
URFD_adl,adl-02,ADL,23,,,
URFD_adl,adl-02,ADL,24,,,
URFD_adl,adl-02,ADL,25,,,
URFD_adl,adl-02,ADL,26,,,
URFD_adl,adl-02,ADL,27,,,
URFD_adl,adl-02,ADL,28,,,
URFD_adl,adl-02,ADL,29,,,
URFD_adl,adl-02,ADL,30,,,
URFD_adl,adl-02,ADL,31,,,
URFD_adl,adl-02,ADL,32,,,
URFD_adl,adl-02,ADL,33,,,
URFD_adl,adl-02,ADL,34,,,
URFD_adl,adl-02,ADL,35,,,
URFD_adl,adl-02,ADL,36,,,
URFD_adl,adl-02,ADL,37,,,
URFD_adl,adl-02,ADL,38,,,
URFD_adl,adl-02,ADL,39,,,
URFD_adl,adl-02,ADL,40,,,
URFD_adl,adl-02,ADL,41,,,
URFD_adl,adl-02,ADL,42,,,
URFD_adl,adl-02,ADL,43,,,
URFD_adl,adl-02,ADL,44,,,
URFD_adl,adl-02,ADL,45,,,
URFD_adl,adl-02,ADL,46,,,
URFD_adl,adl-02,ADL,47,,,
URFD_adl,adl-02,ADL,48,,,
URFD_adl,adl-02,ADL,49,3.1904,0.5097,0.5622
URFD_adl,adl-02,ADL,50,1.9431,0.5091,0.6129
URFD_adl,adl-02,ADL,51,2.6527,0.5114,0.5848
URFD_adl,adl-02,ADL,52,0.8916,0.5200,0.5125
URFD_adl,adl-02,ADL,53,,,
URFD_adl,adl-02,ADL,54,1.1174,0.5186,0.4820
URFD_adl,adl-02,ADL,55,1.7581,0.5137,0.5377
URFD_adl,adl-02,ADL,56,2.3612,0.5130,0.4717
URFD_adl,adl-02,ADL,57,2.5570,0.5024,0.5713
URFD_adl,adl-02,ADL,58,2.4468,0.5069,0.5784
URFD_adl,adl-02,ADL,59,2.7889,0.5014,0.5736
URFD_adl,adl-02,ADL,60,2.7558,0.5027,0.5274
URFD_adl,adl-02,ADL,61,3.0671,0.5003,0.2699
URFD_adl,adl-02,ADL,62,,,
URFD_adl,adl-02,ADL,63,,,
URFD_adl,adl-02,ADL,64,,,
URFD_adl,adl-02,ADL,65,,,
URFD_adl,adl-02,ADL,66,,,
URFD_adl,adl-02,ADL,67,,,
URFD_adl,adl-02,ADL,68,2.3785,0.4985,0.2311
URFD_adl,adl-02,ADL,69,2.1952,0.4953,0.2404
URFD_adl,adl-02,ADL,70,2.7844,0.4969,0.2172
URFD_adl,adl-02,ADL,71,2.1209,0.4960,0.2156
URFD_adl,adl-02,ADL,72,2.1146,0.4980,0.2146
URFD_adl,adl-02,ADL,73,2.0610,0.5011,0.2091
URFD_adl,adl-02,ADL,74,2.7730,0.5028,0.2168
URFD_adl,adl-02,ADL,75,2.5897,0.5004,0.2202
URFD_adl,adl-02,ADL,76,3.3184,0.4921,0.2232
URFD_adl,adl-02,ADL,77,3.3603,0.4959,0.2241
URFD_adl,adl-02,ADL,78,3.1423,0.4909,0.2395
URFD_adl,adl-02,ADL,79,3.4765,0.4878,0.2372
URFD_adl,adl-02,ADL,80,2.8384,0.4833,0.2400
URFD_adl,adl-02,ADL,81,2.0382,0.4821,0.2476
URFD_adl,adl-02,ADL,82,2.6057,0.4811,0.2484
URFD_adl,adl-02,ADL,83,2.9655,0.4802,0.2492
URFD_adl,adl-02,ADL,84,3.0857,0.4807,0.2596
URFD_adl,adl-02,ADL,85,2.5401,0.4806,0.2632
URFD_adl,adl-02,ADL,86,2.5401,0.4813,0.2569
URFD_adl,adl-02,ADL,87,1.7665,0.4833,0.2626
URFD_adl,adl-02,ADL,88,1.0567,0.4842,0.2564
URFD_adl,adl-02,ADL,89,1.0456,0.4850,0.2555
URFD_adl,adl-02,ADL,90,0.3971,0.4860,0.2525
URFD_adl,adl-02,ADL,91,1.1283,0.4876,0.2556
URFD_adl,adl-02,ADL,92,1.5575,0.4879,0.2552
URFD_adl,adl-02,ADL,93,1.1890,0.4877,0.2519
URFD_adl,adl-02,ADL,94,1.1304,0.4875,0.2487
URFD_adl,adl-02,ADL,95,0.3673,0.4878,0.2437
URFD_adl,adl-02,ADL,96,0.5882,0.4856,0.2415
URFD_adl,adl-02,ADL,97,1.0251,0.4828,0.2350
URFD_adl,adl-02,ADL,98,0.3216,0.4836,0.2284
URFD_adl,adl-02,ADL,99,1.2895,0.4831,0.2267
URFD_adl,adl-02,ADL,100,1.5542,0.4802,0.2290
URFD_adl,adl-02,ADL,101,1.4981,0.4806,0.2335
URFD_adl,adl-02,ADL,102,1.4853,0.4808,0.2420
URFD_adl,adl-02,ADL,103,1.1769,0.4822,0.2496
URFD_adl,adl-02,ADL,104,1.3352,0.4796,0.2539
URFD_adl,adl-02,ADL,105,1.3393,0.4805,0.2568
URFD_adl,adl-02,ADL,106,1.2047,0.4799,0.2560
URFD_adl,adl-02,ADL,107,1.0059,0.4799,0.2583
URFD_adl,adl-02,ADL,108,0.7073,0.4808,0.2607
URFD_adl,adl-02,ADL,109,0.3230,0.4820,0.2569
URFD_adl,adl-02,ADL,110,0.2109,0.4796,0.2503
URFD_adl,adl-02,ADL,111,0.5978,0.4778,0.2570
URFD_adl,adl-02,ADL,112,0.9528,0.4777,0.2584
URFD_adl,adl-02,ADL,113,0.4202,0.4861,0.2676
URFD_adl,adl-02,ADL,114,0.2736,0.4900,0.2660
URFD_adl,adl-02,ADL,115,0.1699,0.4954,0.2691
URFD_adl,adl-02,ADL,116,0.8005,0.4974,0.2586
URFD_adl,adl-02,ADL,117,1.4049,0.5005,0.2590
URFD_adl,adl-02,ADL,118,1.3401,0.5018,0.2557
URFD_adl,adl-02,ADL,119,2.0599,0.5092,0.2518
URFD_adl,adl-02,ADL,120,1.3871,0.5170,0.2505
URFD_adl,adl-02,ADL,121,0.5430,0.5245,0.2492
URFD_adl,adl-02,ADL,122,0.5915,0.5299,0.2528
URFD_adl,adl-02,ADL,123,0.6063,0.5404,0.2588
URFD_adl,adl-02,ADL,124,0.1151,0.5479,0.2645
URFD_adl,adl-02,ADL,125,0.5382,0.5578,0.2702
URFD_adl,adl-02,ADL,126,0.6700,0.5636,0.2793
URFD_adl,adl-02,ADL,127,1.6788,0.5708,0.2883
URFD_adl,adl-02,ADL,128,0.5941,0.5783,0.3031
URFD_adl,adl-02,ADL,129,0.5041,0.5875,0.3241
URFD_adl,adl-02,ADL,130,0.7457,0.5903,0.3460
URFD_adl,adl-02,ADL,131,0.6005,0.5984,0.3575
URFD_adl,adl-02,ADL,132,0.5796,0.6083,0.3729
URFD_adl,adl-02,ADL,133,0.4973,0.6174,0.4022
URFD_adl,adl-02,ADL,134,1.2138,0.6258,0.4408
URFD_adl,adl-02,ADL,135,3.3711,0.6371,0.4676
URFD_adl,adl-02,ADL,136,1.1178,0.6351,0.5020
URFD_adl,adl-02,ADL,137,1.9837,0.6474,0.5208
URFD_adl,adl-02,ADL,138,2.8951,0.6538,0.5351
URFD_adl,adl-02,ADL,139,4.0950,0.6671,0.5533
URFD_adl,adl-02,ADL,140,3.0639,0.6678,0.5573
URFD_adl,adl-02,ADL,141,1.6591,0.6725,0.5641
URFD_adl,adl-02,ADL,142,6.2589,0.6834,0.5522
URFD_adl,adl-02,ADL,143,6.0402,0.6828,0.5593
URFD_adl,adl-02,ADL,144,3.5194,0.6897,0.5765
URFD_adl,adl-02,ADL,145,5.0686,0.6848,0.5661
URFD_adl,adl-02,ADL,146,6.9115,0.6790,0.6246
URFD_adl,adl-02,ADL,147,8.4936,0.6872,0.5743
URFD_adl,adl-02,ADL,148,17.0924,0.6805,0.5545
URFD_adl,adl-02,ADL,149,11.8856,0.6944,0.6196
URFD_adl,adl-02,ADL,150,10.4087,0.7026,0.6485
URFD_adl,adl-02,ADL,151,8.4729,0.6837,0.5705
URFD_adl,adl-02,ADL,152,12.3999,0.6800,0.5696
URFD_adl,adl-02,ADL,153,11.3753,0.6889,0.6418
URFD_adl,adl-02,ADL,154,11.6726,0.6952,0.6450
URFD_adl,adl-02,ADL,155,9.0381,0.6900,0.6594
URFD_adl,adl-02,ADL,156,7.4492,0.6831,0.6478
URFD_adl,adl-02,ADL,157,6.6829,0.6787,0.6444
URFD_adl,adl-02,ADL,158,6.3421,0.6751,0.6769
URFD_adl,adl-02,ADL,159,8.4543,0.6784,0.6882
URFD_adl,adl-02,ADL,160,5.7243,0.6741,0.7156
URFD_adl,adl-02,ADL,161,4.4288,0.6842,0.6889
URFD_adl,adl-02,ADL,162,2.7543,0.6803,0.7214
URFD_adl,adl-02,ADL,163,1.7023,0.6784,0.7328
URFD_adl,adl-02,ADL,164,2.2117,0.6834,0.7328
URFD_adl,adl-02,ADL,165,1.4303,0.6725,0.6883
URFD_adl,adl-02,ADL,166,0.3062,0.6741,0.6915
URFD_adl,adl-02,ADL,167,3.4235,0.6715,0.7214
URFD_adl,adl-02,ADL,168,1.6244,0.6789,0.6521
URFD_adl,adl-02,ADL,169,0.9607,0.6823,0.7143
URFD_adl,adl-02,ADL,170,0.2405,0.6788,0.6792
URFD_adl,adl-02,ADL,171,5.6147,0.6750,0.7103
URFD_adl,adl-02,ADL,172,6.1571,0.6721,0.6168
URFD_adl,adl-02,ADL,173,6.2785,0.6687,0.6383
URFD_adl,adl-02,ADL,174,3.5130,0.6714,0.5965
URFD_adl,adl-02,ADL,175,1.0108,0.6779,0.6189
URFD_adl,adl-02,ADL,176,0.6221,0.6731,0.5980
URFD_adl,adl-02,ADL,177,0.9725,0.6703,0.6290
URFD_adl,adl-02,ADL,178,2.9683,0.6637,0.6027
URFD_adl,adl-02,ADL,179,4.7628,0.6644,0.6126
URFD_adl,adl-02,ADL,180,4.3425,0.6641,0.6307
URFD_adl,adl-03,ADL,1,,,
URFD_adl,adl-03,ADL,2,,,
URFD_adl,adl-03,ADL,3,,,
URFD_adl,adl-03,ADL,4,,,
URFD_adl,adl-03,ADL,5,,,
URFD_adl,adl-03,ADL,6,,,
URFD_adl,adl-03,ADL,7,,,
URFD_adl,adl-03,ADL,8,,,
URFD_adl,adl-03,ADL,9,,,
URFD_adl,adl-03,ADL,10,,,
URFD_adl,adl-03,ADL,11,,,
URFD_adl,adl-03,ADL,12,0.3896,0.5099,0.4337
URFD_adl,adl-03,ADL,13,,,
URFD_adl,adl-03,ADL,14,,,
URFD_adl,adl-03,ADL,15,0.6757,0.5118,0.2172
URFD_adl,adl-03,ADL,16,0.3229,0.5057,0.2228
URFD_adl,adl-03,ADL,17,,,
URFD_adl,adl-03,ADL,18,1.1170,0.5015,0.2302
URFD_adl,adl-03,ADL,19,1.8029,0.4955,0.2693
URFD_adl,adl-03,ADL,20,2.9563,0.4965,0.2471
URFD_adl,adl-03,ADL,21,,,
URFD_adl,adl-03,ADL,22,,,
URFD_adl,adl-03,ADL,23,3.0385,0.4985,0.4986
URFD_adl,adl-03,ADL,24,,,
URFD_adl,adl-03,ADL,25,3.4664,0.4981,0.2480
URFD_adl,adl-03,ADL,26,3.8678,0.5009,0.2342
URFD_adl,adl-03,ADL,27,3.7561,0.4963,0.2469
URFD_adl,adl-03,ADL,28,3.9118,0.4944,0.2446
URFD_adl,adl-03,ADL,29,1.8133,0.5022,0.2319
URFD_adl,adl-03,ADL,30,1.9258,0.5000,0.2477
URFD_adl,adl-03,ADL,31,1.4648,0.4959,0.2459
URFD_adl,adl-03,ADL,32,0.3640,0.4895,0.2483
URFD_adl,adl-03,ADL,33,1.5507,0.4910,0.2355
URFD_adl,adl-03,ADL,34,0.1348,0.4908,0.2494
URFD_adl,adl-03,ADL,35,0.2653,0.4885,0.2497
URFD_adl,adl-03,ADL,36,0.1061,0.4838,0.2590
URFD_adl,adl-03,ADL,37,0.9281,0.4846,0.2586
URFD_adl,adl-03,ADL,38,0.6892,0.4836,0.2518
URFD_adl,adl-03,ADL,39,0.7631,0.4826,0.2502
URFD_adl,adl-03,ADL,40,0.1633,0.4850,0.2505
URFD_adl,adl-03,ADL,41,0.2855,0.4849,0.2428
URFD_adl,adl-03,ADL,42,0.4033,0.4834,0.2330
URFD_adl,adl-03,ADL,43,0.8509,0.4869,0.2353
URFD_adl,adl-03,ADL,44,1.7161,0.4854,0.2347
URFD_adl,adl-03,ADL,45,2.6973,0.4861,0.2369
URFD_adl,adl-03,ADL,46,1.8458,0.4864,0.2257
URFD_adl,adl-03,ADL,47,2.6607,0.4862,0.2219
URFD_adl,adl-03,ADL,48,2.9633,0.4886,0.2131
URFD_adl,adl-03,ADL,49,3.3316,0.4870,0.2310
URFD_adl,adl-03,ADL,50,2.7307,0.4881,0.2302
URFD_adl,adl-03,ADL,51,2.6441,0.4847,0.2378
URFD_adl,adl-03,ADL,52,2.8608,0.4837,0.2610
URFD_adl,adl-03,ADL,53,2.5015,0.4783,0.2466
URFD_adl,adl-03,ADL,54,1.7293,0.4738,0.2277
URFD_adl,adl-03,ADL,55,1.8549,0.4734,0.2347
URFD_adl,adl-03,ADL,56,1.3648,0.4732,0.2331
URFD_adl,adl-03,ADL,57,2.5421,0.4747,0.2408
URFD_adl,adl-03,ADL,58,3.7172,0.4737,0.2333
URFD_adl,adl-03,ADL,59,2.6857,0.4737,0.2410
URFD_adl,adl-03,ADL,60,3.4004,0.4699,0.2403
URFD_adl,adl-03,ADL,61,3.2907,0.4692,0.2356
URFD_adl,adl-03,ADL,62,3.5738,0.4663,0.2376
URFD_adl,adl-03,ADL,63,2.8981,0.4703,0.2491
URFD_adl,adl-03,ADL,64,3.1293,0.4689,0.2854
URFD_adl,adl-03,ADL,65,2.6173,0.4681,0.2849
URFD_adl,adl-03,ADL,66,1.8857,0.4713,0.2876
URFD_adl,adl-03,ADL,67,0.6590,0.4708,0.2809
URFD_adl,adl-03,ADL,68,1.3985,0.4729,0.2834
URFD_adl,adl-03,ADL,69,2.0175,0.4670,0.2730
URFD_adl,adl-03,ADL,70,1.8677,0.4741,0.2525
URFD_adl,adl-03,ADL,71,1.8552,0.4740,0.2345
URFD_adl,adl-03,ADL,72,5.1340,0.4715,0.2154
URFD_adl,adl-03,ADL,73,4.9740,0.4607,0.1907
URFD_adl,adl-03,ADL,74,5.1752,0.4653,0.1648
URFD_adl,adl-03,ADL,75,6.2194,0.4581,0.1420
URFD_adl,adl-03,ADL,76,7.4745,0.4614,0.1346
URFD_adl,adl-03,ADL,77,6.7680,0.4581,0.1426
URFD_adl,adl-03,ADL,78,7.2781,0.4598,0.1597
URFD_adl,adl-03,ADL,79,7.2478,0.4625,0.1699
URFD_adl,adl-03,ADL,80,7.9779,0.4594,0.2038
URFD_adl,adl-03,ADL,81,7.4146,0.4586,0.2649
URFD_adl,adl-03,ADL,82,7.3331,0.4587,0.2681
URFD_adl,adl-03,ADL,83,7.7454,0.4630,0.2835
URFD_adl,adl-03,ADL,84,7.6449,0.4581,0.2913
URFD_adl,adl-03,ADL,85,8.1099,0.4661,0.2878
URFD_adl,adl-03,ADL,86,8.1658,0.4688,0.2793
URFD_adl,adl-03,ADL,87,8.7975,0.4714,0.2770
URFD_adl,adl-03,ADL,88,8.7638,0.4762,0.2485
URFD_adl,adl-03,ADL,89,9.4897,0.4792,0.2711
URFD_adl,adl-03,ADL,90,10.2469,0.4822,0.2694
URFD_adl,adl-03,ADL,91,12.1596,0.4863,0.2349
URFD_adl,adl-03,ADL,92,12.4924,0.4902,0.2113
URFD_adl,adl-03,ADL,93,13.8330,0.4939,0.2062
URFD_adl,adl-03,ADL,94,14.8815,0.5022,0.2121
URFD_adl,adl-03,ADL,95,15.9644,0.5063,0.2291
URFD_adl,adl-03,ADL,96,17.7393,0.5092,0.2460
URFD_adl,adl-03,ADL,97,19.4759,0.5125,0.2619
URFD_adl,adl-03,ADL,98,21.4315,0.5197,0.2656
URFD_adl,adl-03,ADL,99,22.3227,0.5249,0.2582
URFD_adl,adl-03,ADL,100,20.9140,0.5318,0.2554
URFD_adl,adl-03,ADL,101,22.1509,0.5377,0.2553
URFD_adl,adl-03,ADL,102,22.9704,0.5441,0.2643
URFD_adl,adl-03,ADL,103,21.1080,0.5515,0.2806
URFD_adl,adl-03,ADL,104,22.5933,0.5571,0.2864
URFD_adl,adl-03,ADL,105,20.9181,0.5728,0.2851
URFD_adl,adl-03,ADL,106,20.4256,0.5761,0.2851
URFD_adl,adl-03,ADL,107,18.7078,0.5852,0.3302
URFD_adl,adl-03,ADL,108,16.7761,0.6030,0.3514
URFD_adl,adl-03,ADL,109,16.0205,0.6124,0.3766
URFD_adl,adl-03,ADL,110,13.2936,0.6321,0.3393
URFD_adl,adl-03,ADL,111,11.1355,0.6398,0.3786
URFD_adl,adl-03,ADL,112,9.9961,0.6512,0.4187
URFD_adl,adl-03,ADL,113,9.5317,0.6585,0.4195
URFD_adl,adl-03,ADL,114,4.5818,0.6827,0.3613
URFD_adl,adl-03,ADL,115,6.3345,0.6863,0.4269
URFD_adl,adl-03,ADL,116,6.3892,0.6982,0.4102
URFD_adl,adl-03,ADL,117,7.4136,0.6950,0.4388
URFD_adl,adl-03,ADL,118,6.8247,0.7044,0.4581
URFD_adl,adl-03,ADL,119,6.7371,0.7043,0.4719
URFD_adl,adl-03,ADL,120,5.2550,0.7164,0.4728
URFD_adl,adl-03,ADL,121,6.1582,0.7096,0.4711
URFD_adl,adl-03,ADL,122,5.5823,0.7156,0.4703
URFD_adl,adl-03,ADL,123,6.2780,0.7016,0.4885
URFD_adl,adl-03,ADL,124,5.8320,0.7124,0.4881
URFD_adl,adl-03,ADL,125,4.7928,0.7125,0.4813
URFD_adl,adl-03,ADL,126,4.8826,0.7114,0.4819
URFD_adl,adl-03,ADL,127,3.9933,0.7131,0.4833
URFD_adl,adl-03,ADL,128,3.7310,0.7136,0.4824
URFD_adl,adl-03,ADL,129,2.9843,0.7138,0.5221
URFD_adl,adl-03,ADL,130,3.7639,0.7171,0.4729
URFD_adl,adl-03,ADL,131,5.3026,0.7133,0.4865
URFD_adl,adl-03,ADL,132,5.1088,0.7143,0.5544
